City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,current Description
475,Beni,CD,0.5,29.4667,68.38,89,100,1.63,moderate rain
476,Westport,US,41.1415,-73.3579,53.74,71,90,3.0,overcast clouds
477,La Rioja,ES,42.25,-2.5,45.05,86,100,17.96,overcast clouds
478,Kapit,MY,2.0167,112.9333,74.41,100,100,1.57,overcast clouds
479,Port Lincoln,AU,-34.7333,135.8667,56.93,79,81,13.0,broken clouds
480,Bulolo,PG,-7.2,146.65,70.27,93,100,3.29,light rain
481,Am Timan,TD,11.0297,20.2827,83.44,15,6,4.97,clear sky
482,Nizhniy Kuranakh,RU,58.8353,125.4869,-10.61,95,82,2.95,broken clouds
483,Manaus,BR,-3.1019,-60.025,88.29,70,40,3.44,scattered clouds
484,Brovary,UA,50.5,30.7667,46.85,98,75,17.9,broken clouds
485,Namibe,AO,-15.1961,12.1522,72.86,68,24,14.65,few clouds
486,Tessalit,ML,20.1986,1.0114,75.81,6,100,9.51,overcast clouds
487,Viedma,AR,-40.8135,-62.9967,83.52,31,15,10.63,few clouds
488,Katobu,ID,-4.9408,122.5276,77.18,91,99,3.42,overcast clouds
489,Maralal,KE,1.0968,36.698,60.69,73,50,10.42,scattered clouds
490,Saint George,US,37.1041,-113.5841,44.64,44,1,13.0,clear sky
491,Isangel,VU,-19.55,169.2667,78.76,86,58,7.67,broken clouds
492,Assemini,IT,39.2915,9.0015,55.04,69,20,1.99,light rain
493,Mitsamiouli,KM,-11.3847,43.2844,80.15,73,3,11.18,clear sky
494,Lake Cowichan,CA,48.825,-124.0546,40.78,95,100,2.15,light snow
495,Rochester,US,43.1548,-77.6156,47.35,65,75,3.0,broken clouds
496,College,US,64.8569,-147.8028,15.75,80,90,6.91,light snow
497,Yar-Sale,RU,66.8333,70.8333,13.96,96,100,7.58,light snow
498,Touros,BR,-5.1989,-35.4608,88.7,63,89,15.03,overcast clouds
499,Inyonga,TZ,-6.7167,32.0667,74.52,49,69,2.08,broken clouds
500,Wattegama,LK,6.7989,81.4808,74.25,90,80,4.45,broken clouds
501,Mont-De-Marsan,FR,44.0,-0.6667,51.44,94,90,9.22,overcast clouds
502,Coahuayana,MX,18.7333,-103.6833,87.28,41,49,1.92,scattered clouds
503,Qaqortoq,GL,60.7167,-46.0333,34.3,61,100,10.36,overcast clouds
504,Hervey Bay,AU,-25.2986,152.8535,74.01,89,3,1.01,clear sky
505,Andenes,NO,69.3143,16.1194,28.38,74,0,8.05,clear sky
506,Along,IN,28.1667,94.7667,53.89,90,11,1.97,few clouds
507,Axim,GH,4.8699,-2.2405,82.8,72,86,10.65,overcast clouds
508,Kirakira,SB,-10.4544,161.9205,80.4,85,100,5.7,overcast clouds
509,Lewistown,US,40.5992,-77.5714,49.84,55,75,0.0,broken clouds
510,Vrangel,RU,42.7297,133.0839,39.45,86,41,10.04,scattered clouds
511,Misratah,LY,32.3754,15.0925,62.19,34,0,9.42,clear sky
512,Tomatlan,MX,19.9333,-105.25,86.83,24,49,2.42,scattered clouds
513,Omboue,GA,-1.5746,9.2618,79.97,84,80,5.14,light rain
514,Longonjo,AO,-12.9067,15.2533,66.58,94,89,1.57,moderate rain
515,Lago Da Pedra,BR,-4.3333,-45.1667,90.7,53,56,4.14,broken clouds
516,Chingirlau,KZ,51.095,54.0814,27.27,86,100,8.7,overcast clouds
517,Ixtapa,MX,20.7,-105.2,74.43,53,40,5.75,scattered clouds
518,La Ronge,CA,55.1001,-105.2842,16.05,79,75,9.22,light snow
519,Ryotsu,JP,38.0833,138.4333,50.85,76,39,6.42,scattered clouds
520,Biak,ID,-0.9131,122.8766,77.49,81,91,3.15,overcast clouds
521,Talcahuano,CL,-36.7167,-73.1167,60.48,77,90,14.97,overcast clouds
522,Amahai,ID,-3.3333,128.9167,79.41,83,85,4.07,overcast clouds
523,Sibolga,ID,1.7427,98.7792,76.28,89,100,2.62,overcast clouds
524,Bada,RU,51.392,109.8717,7.66,86,100,7.56,overcast clouds
525,Balkhash,KZ,46.844,74.9804,19.26,47,0,13.96,clear sky
526,Sullana,PE,-4.9039,-80.6853,82.83,49,80,5.44,broken clouds
527,Coquimbo,CL,-29.9533,-71.3436,62.33,82,90,12.66,overcast clouds
528,Jiaonan,CN,35.8786,119.9753,35.62,68,100,6.67,overcast clouds
529,Zhireken,RU,52.8249,117.3076,-6.36,99,30,2.75,scattered clouds
530,Congonhas,BR,-20.4997,-43.8578,91.81,45,6,7.76,clear sky
531,Ayagoz,KZ,47.9714,80.4392,-0.4,78,8,6.33,clear sky
532,Bulgan,MN,48.8125,103.5347,9.84,43,44,6.71,scattered clouds
533,Siloam Springs,US,36.1881,-94.5405,70.25,86,40,5.99,scattered clouds
534,Svetlyy,RU,54.675,20.1347,33.85,97,100,9.84,overcast clouds
535,Honolulu,US,21.3069,-157.8583,75.02,75,40,3.0,scattered clouds
536,Salinopolis,BR,-0.6136,-47.3561,81.72,85,92,11.9,overcast clouds
537,Nkoteng,CM,4.5167,12.0333,77.14,47,45,3.87,scattered clouds
538,Limbuhan,PH,11.8838,124.0501,79.36,88,100,17.58,overcast clouds
539,Lao Cai,VN,22.4833,103.95,65.97,90,82,0.58,broken clouds
540,Skelleftea,SE,64.7507,20.9528,25.16,69,90,1.14,light snow
541,Krasnoselkup,RU,65.7,82.4667,0.84,87,100,15.26,overcast clouds
542,Rio Grande,BR,-32.035,-52.0986,77.11,60,49,11.88,scattered clouds
543,Kankon,IN,15.0167,74.0167,81.59,65,44,6.42,scattered clouds
544,Parana,AR,-31.732,-60.5238,83.3,67,100,5.53,overcast clouds
545,Sorong,ID,-0.8833,131.25,81.12,82,100,5.35,overcast clouds
546,Safaga,EG,26.7292,33.9365,70.3,55,100,4.29,overcast clouds
547,Santa Barbara,US,34.7333,-120.0343,53.35,88,100,5.95,overcast clouds
548,Ranot,TH,7.7777,100.3213,79.43,74,100,12.68,overcast clouds
549,Lavrentiya,RU,65.5833,-171.0,-9.13,81,94,10.49,overcast clouds
550,Elliot,ZA,-31.3333,27.85,64.29,68,74,15.37,light rain
551,Gram,DK,55.2895,9.0491,37.44,87,75,2.3,broken clouds
552,Tecklenburg,DE,52.2167,7.8333,35.35,86,0,2.3,clear sky
553,Evensk,RU,61.95,159.2333,-22.09,82,95,6.11,overcast clouds
554,Sayyan,YE,15.1718,44.3244,47.93,27,0,5.41,clear sky
555,Nadadores,MX,27.05,-101.6,89.24,31,40,4.61,scattered clouds
556,Golfito,CR,8.639,-83.166,85.15,64,5,4.47,clear sky
557,Emirdag,TR,39.0197,31.15,45.34,68,94,7.02,overcast clouds
558,Yanam,IN,16.7333,82.2167,77.4,84,0,5.35,light rain
559,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,72,20,9.22,few clouds
560,Nanortalik,GL,60.1432,-45.2371,27.88,76,100,7.58,overcast clouds
561,Santiago,CL,-33.4569,-70.6483,79.18,35,0,6.91,clear sky
562,Merauke,ID,-8.4667,140.3333,80.1,85,97,9.84,overcast clouds
563,Arlit,NE,18.7369,7.3853,73.67,7,94,4.76,overcast clouds
564,Caravelas,BR,-17.7125,-39.2481,77.31,83,92,5.84,overcast clouds
565,Businga,CD,3.3333,20.8833,80.26,42,99,1.7,overcast clouds
566,Kimbe,PG,-5.5502,150.1429,77.22,93,99,2.8,light rain
567,Gaoua,BF,10.2992,-3.2508,91.98,10,50,3.8,scattered clouds
568,Betanzos,ES,43.2804,-8.2147,56.66,78,40,1.01,scattered clouds
569,Savannah Bight,HN,16.45,-85.85,84.25,71,100,17.22,overcast clouds
570,Kodinsk,RU,58.6881,99.1844,2.14,92,100,10.09,overcast clouds
571,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,93,20,6.71,few clouds
572,Waddan,LY,29.1614,16.139,53.65,41,0,1.16,clear sky
573,Bilma,NE,18.6853,12.9164,70.68,8,85,12.06,overcast clouds
574,Kiomboi,TZ,-4.2667,34.3667,72.93,49,75,6.8,broken clouds
575,Ushtobe,KZ,45.2514,77.9838,25.07,57,0,14.85,clear sky
576,Urumqi,CN,43.801,87.6005,13.15,92,75,4.47,mist
577,Port Blair,IN,11.6667,92.75,79.41,79,3,10.22,clear sky
578,Pitimbu,BR,-7.4706,-34.8086,84.79,68,67,12.41,broken clouds
579,Chicama,PE,-7.8447,-79.1469,63.14,69,98,6.76,overcast clouds
580,Cedar City,US,37.6775,-113.0619,26.4,89,1,0.0,clear sky
581,Nome,US,64.5011,-165.4064,-15.34,95,29,7.02,scattered clouds
582,Clearwater,US,27.9659,-82.8001,83.1,79,90,1.99,mist
583,Sena Madureira,BR,-9.0656,-68.6569,82.63,76,96,3.89,overcast clouds
584,Kieta,PG,-6.2167,155.6333,79.61,85,100,1.83,light rain
585,Harper,LR,4.375,-7.7169,83.68,70,31,9.46,scattered clouds
586,Hargeysa,SO,9.56,44.065,58.78,77,15,12.97,few clouds
587,General Pico,AR,-35.6566,-63.7568,75.78,59,91,7.76,overcast clouds
588,Kandrian,PG,-6.2167,149.55,78.64,88,100,4.38,light rain
589,Bilibino,RU,68.0546,166.4372,-36.11,99,98,1.41,overcast clouds
590,Batagay-Alyta,RU,67.8006,130.4114,-24.99,91,100,0.72,overcast clouds
591,Ystad,SE,55.4297,13.8204,34.54,98,100,8.75,light snow
592,Kasempa,ZM,-13.4584,25.8338,76.17,42,57,3.51,broken clouds
593,Sterling,US,39.0062,-77.4286,53.02,59,75,1.01,broken clouds
594,Wanlaweyn,SO,2.6185,44.8938,78.21,61,84,17.96,broken clouds
595,Coihaique,CL,-45.5752,-72.0662,77.61,33,20,9.22,few clouds
596,Ajdabiya,LY,30.7554,20.2263,61.2,57,12,8.88,few clouds
597,Slobozia,MD,46.7281,29.7078,52.68,72,85,19.3,overcast clouds
598,Klamath Falls,US,42.2249,-121.7817,27.97,83,1,1.01,clear sky
599,Majene,ID,-3.5403,118.9707,78.49,84,97,3.4,overcast clouds
600,Lorengau,PG,-2.0226,147.2712,83.41,83,44,17.49,scattered clouds
601,Daru,PG,-9.0763,143.2092,79.43,87,55,4.94,broken clouds
602,Maragogi,BR,-9.0122,-35.2225,84.52,63,100,12.77,overcast clouds
603,Djougou,BJ,9.7085,1.666,88.95,14,87,3.85,overcast clouds
604,Roblin,CA,51.23,-101.3565,6.66,92,8,5.14,clear sky
605,Polyarnyy,RU,69.1989,33.4478,10.87,78,100,11.83,overcast clouds
606,Korla,CN,41.7597,86.1469,24.37,56,1,3.96,clear sky
607,Saravan,AM,39.7196,45.6483,29.05,81,53,5.97,broken clouds
608,Lakes Entrance,AU,-37.8811,147.981,56.16,89,87,11.07,light rain
609,Loznica,RS,44.5342,19.2242,38.41,93,86,4.45,overcast clouds
610,Puqi,CN,29.7167,113.8833,55.65,62,8,2.17,clear sky
611,Darhan,MN,49.4867,105.9228,9.23,89,100,3.36,overcast clouds
612,Kaseda,JP,31.4167,130.3167,52.84,77,1,4.45,clear sky
613,Pochutla,MX,15.7432,-96.4661,87.82,51,12,5.01,few clouds
614,Jinchang,CN,38.4953,102.1739,28.47,48,100,9.33,overcast clouds
615,Mgandu,TZ,-5.95,34.1333,73.0,41,79,3.49,broken clouds
616,Orbetello,IT,42.4408,11.2196,46.22,100,90,21.85,fog
617,Prieska,ZA,-29.6641,22.7474,78.4,45,70,21.52,broken clouds
618,Guarenas,VE,10.4674,-66.6066,84.65,55,99,6.17,overcast clouds
619,Ouallam,NE,14.3188,2.0866,83.89,9,18,8.55,few clouds
620,Beloha,MG,-25.1667,45.05,76.35,78,95,10.6,overcast clouds
621,Xai-Xai,MZ,-25.0519,33.6442,79.05,78,100,15.99,overcast clouds
622,Yarmouth,US,41.7057,-70.2286,48.34,79,90,4.0,overcast clouds
623,Kulhudhuffushi,MV,6.6221,73.07,82.56,74,36,8.86,scattered clouds
624,Sorkjosen,NO,69.8,20.9333,23.68,80,99,10.45,overcast clouds
625,Charleville-Mezieres,FR,49.7667,4.7167,38.82,98,100,20.27,light rain
626,Monte Alegre,BR,-2.0078,-54.0692,90.3,50,83,4.09,broken clouds
627,Dunnville,CA,42.9001,-79.6163,49.08,91,100,9.17,overcast clouds
628,Copiapo,CL,-27.3667,-70.3333,64.09,35,15,10.38,few clouds
629,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,73,90,6.17,overcast clouds
630,Sangar,RU,63.9242,127.4739,-8.91,91,100,11.61,overcast clouds
631,Muriwai Beach,NZ,-36.8167,174.45,66.79,94,48,3.29,scattered clouds
632,Adeje,ES,28.1227,-16.726,67.3,63,20,28.77,few clouds
633,Lethem,GY,3.3803,-59.7968,91.94,47,98,8.66,overcast clouds
634,Canoas,BR,-29.9178,-51.1836,83.57,46,0,16.11,clear sky
635,Portland,US,45.5234,-122.6762,43.47,92,90,1.99,overcast clouds
636,King City,US,36.2127,-121.126,43.68,68,47,2.13,scattered clouds
637,Valparaiso,CL,-33.0393,-71.6273,63.52,85,90,9.22,mist
638,Bubaque,GW,11.2833,-15.8333,81.32,64,100,8.05,overcast clouds
639,Luwuk,ID,-0.9516,122.7875,78.62,82,95,3.78,overcast clouds
640,Usinsk,RU,65.9939,57.5281,2.53,97,99,8.28,overcast clouds
641,Ardino,BG,41.5833,25.1333,48.76,86,99,10.94,overcast clouds
642,Paamiut,GL,61.994,-49.6678,19.38,81,100,10.22,overcast clouds
643,Dakar,SN,14.6937,-17.4441,86.88,65,0,9.22,clear sky
644,Garzon,CO,2.1959,-75.6278,80.46,74,62,2.57,broken clouds
645,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.4,89,90,3.44,moderate rain
646,Kralendijk,BQ,12.15,-68.2667,84.18,70,75,17.27,broken clouds
647,Udachnyy,RU,66.4167,112.4,-11.24,95,100,14.65,overcast clouds
648,Pirai Do Sul,BR,-24.5261,-49.9486,79.23,32,0,5.03,clear sky
649,Yibin,CN,28.7667,104.6238,51.62,91,100,2.17,overcast clouds
650,Alvorada,BR,-12.48,-49.1247,81.52,76,100,6.35,overcast clouds
651,Ambon,ID,-3.6954,128.1814,81.41,79,71,5.48,broken clouds
652,Vila,PT,42.0304,-8.1588,45.48,83,95,3.38,overcast clouds
653,Magnitka,RU,55.3475,59.6961,19.69,84,100,1.95,overcast clouds
654,Mont-Dore,NC,-22.2833,166.5833,82.99,99,90,8.52,overcast clouds
655,Vagay,RU,57.9375,69.0217,20.59,78,100,9.33,overcast clouds
656,Praxedis Guerrero,MX,31.3667,-106.0167,60.39,56,58,29.08,broken clouds
657,Cacu,BR,-18.5567,-51.1308,91.54,29,86,4.63,overcast clouds
658,Pangoa,PE,-12.1167,-73.0,75.97,75,100,2.64,overcast clouds
659,Tabas,IR,33.5959,56.9244,57.25,23,1,4.38,clear sky
660,Skovorodino,RU,53.9833,123.9167,3.94,91,100,1.68,overcast clouds
661,Totskoye,RU,52.5248,52.7623,25.83,85,100,9.4,overcast clouds
662,Teya,RU,60.3778,92.6267,-12.42,100,70,4.21,broken clouds
663,Ballina,AU,-28.8667,153.5667,59.77,70,0,8.84,clear sky
664,Praia,CV,14.9215,-23.5087,75.74,64,44,20.71,scattered clouds
665,Asmara,ER,15.3333,38.9333,52.23,83,22,5.53,few clouds
666,Wuwei,CN,37.9281,102.6414,27.86,55,97,7.65,overcast clouds
667,Sioux Lookout,CA,50.1001,-91.917,19.78,86,20,9.22,few clouds
668,Anloga,GH,5.7947,0.8973,83.41,71,57,10.96,broken clouds
669,Tual,ID,-5.6667,132.75,84.16,75,100,18.9,overcast clouds
670,Guerrero,MX,17.6667,-100.0,79.29,37,100,3.62,overcast clouds
671,Kaeo,NZ,-35.1,173.7833,62.33,95,59,3.31,broken clouds
672,Rognedino,RU,53.8015,33.5576,33.08,95,100,15.14,overcast clouds
673,Olga,RU,43.7444,135.2892,37.02,87,100,5.03,overcast clouds
674,Sokoni,TZ,-6.4333,39.55,81.25,77,5,11.65,clear sky
675,Alpena,US,45.0617,-83.4327,37.11,86,90,3.0,overcast clouds
676,Volchikha,RU,52.0333,80.3833,7.92,85,58,6.29,broken clouds
677,Kuching,MY,1.55,110.3333,77.22,100,40,2.3,scattered clouds
678,Qandala,SO,11.472,49.8728,76.32,73,3,7.7,clear sky
679,Nosy Varika,MG,-20.5833,48.5333,78.48,79,100,8.97,overcast clouds
680,Boguchany,RU,58.3814,97.4531,0.97,92,99,8.59,overcast clouds
681,Gushikawa,JP,26.3544,127.8686,67.23,88,90,5.75,overcast clouds
682,Bijie,CN,27.3125,105.2942,41.65,95,100,5.14,overcast clouds
683,Bolshoye Nagatkino,RU,54.5196,47.9679,16.77,82,6,11.63,clear sky
684,Hambantota,LK,6.1241,81.1185,79.25,81,98,15.64,overcast clouds
685,Varna,BG,43.2167,27.9167,54.23,98,75,10.36,light rain
686,Balotra,IN,25.8333,72.2333,65.21,24,50,8.66,scattered clouds
687,Kenai,US,60.5544,-151.2583,26.65,86,90,9.22,light snow
688,Verkhnevilyuysk,RU,63.4453,120.3167,-4.38,96,100,4.94,overcast clouds
689,Sambava,MG,-14.2667,50.1667,77.18,75,98,6.98,overcast clouds
690,Half Moon Bay,US,37.4636,-122.4286,51.89,80,1,0.0,clear sky
691,Tura,IN,25.5198,90.2201,60.82,55,0,1.97,clear sky
692,Pueblo Bello,CO,8.2041,-76.526,85.91,65,31,3.62,scattered clouds
693,Senanga,ZM,-16.1167,23.2667,81.68,39,89,5.12,overcast clouds
694,Suileng,CN,47.25,127.0833,-0.98,99,26,4.72,scattered clouds
695,Sebring,US,27.4956,-81.4409,83.26,75,1,1.99,clear sky
696,Letlhakane,BW,-21.4167,25.5833,84.92,35,60,4.99,broken clouds
697,Salalah,OM,17.0151,54.0924,78.89,69,0,0.0,clear sky
698,Shimoda,JP,34.6667,138.95,54.28,71,91,2.17,overcast clouds
699,Quelimane,MZ,-17.8786,36.8883,84.15,74,20,9.22,few clouds
700,Gorin,RU,51.1983,136.6669,21.25,96,100,4.54,light snow
701,San Lorenzo,PY,-25.3333,-57.5333,97.74,25,0,8.01,clear sky
702,Baruun-Urt,MN,46.6806,113.2792,13.28,91,100,9.86,light snow
703,Kisanga,TZ,-7.4362,37.7034,80.15,67,21,6.96,few clouds
704,Hammerfest,NO,70.6634,23.6821,28.85,69,0,10.36,clear sky
705,Puksoozero,RU,62.5903,40.6066,2.73,97,42,5.01,scattered clouds
706,Abu Dhabi,AE,24.4667,54.3667,73.96,61,0,3.44,clear sky
707,Broken Hill,AU,-31.95,141.4333,62.08,26,14,6.96,few clouds
708,Virovitica,HR,45.8319,17.3839,35.02,90,67,3.18,broken clouds
709,Chocen,CZ,50.0016,16.223,35.17,61,66,13.44,broken clouds
710,Ashqelon,IL,31.6693,34.5715,69.78,50,94,0.54,overcast clouds
711,Olecko,PL,54.0337,22.507,32.83,99,100,9.73,light snow
712,Tiruchchendur,IN,8.4833,78.1167,80.58,79,67,15.82,broken clouds
