City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Balgazyn,RU,2021-12-07 19:17:34,51.0,95.2,10.89,95,100,0.49
273,Petropavlovsk-Kamchatskiy,RU,2021-12-07 19:17:35,53.0452,158.6483,23.59,50,40,11.18
274,Sao Joao Da Barra,BR,2021-12-07 19:17:35,-21.6403,-41.0511,75.29,82,100,17.38
275,Nanortalik,GL,2021-12-07 19:08:44,60.1432,-45.2371,17.17,51,93,2.17
276,Richards Bay,ZA,2021-12-07 19:17:36,-28.783,32.0377,72.39,76,100,4.18
277,Salinopolis,BR,2021-12-07 19:17:36,-0.6136,-47.3561,80.98,84,100,9.57
278,Hagdan,PH,2021-12-07 19:17:37,11.3333,123.9,78.12,90,100,26.04
279,Hasaki,JP,2021-12-07 19:17:37,35.7333,140.8333,50.4,84,100,34.87
280,Matay,EG,2021-12-07 19:17:37,28.419,30.7792,59.02,32,2,12.01
281,Zeya,RU,2021-12-07 19:17:38,53.75,127.2667,7.56,94,29,2.91
282,Jalu,LY,2021-12-07 19:17:38,29.0331,21.5482,57.92,43,35,15.28
283,Irbil,IQ,2021-12-07 19:17:38,36.1926,44.0106,55.22,62,85,3.44
284,Antalaha,MG,2021-12-07 19:17:39,-14.9003,50.2788,73.96,80,3,6.33
285,Mukhen,RU,2021-12-07 19:17:39,48.1,136.1,13.51,91,15,5.44
286,Champerico,GT,2021-12-07 19:17:39,14.3,-91.9167,93.76,66,0,7.09
287,Nanlong,CN,2021-12-07 19:17:40,31.3533,106.0631,50.18,79,100,4.59
288,Chokurdakh,RU,2021-12-07 19:17:40,70.6333,147.9167,-28.14,100,100,2.08
289,Santiago Del Estero,AR,2021-12-07 19:17:41,-27.7951,-64.2615,91.8,31,83,11.77
290,Kismayo,SO,2021-12-07 19:17:41,-0.3582,42.5454,80.73,74,19,10.09
291,Desaguadero,PE,2021-12-07 19:17:42,-16.5656,-69.0417,56.41,52,37,11.48
292,Cayenne,GF,2021-12-07 19:16:33,4.9333,-52.3333,86.04,81,20,3.0
293,Raudeberg,NO,2021-12-07 19:17:42,61.9875,5.1352,38.07,66,100,8.01
294,Lakhdenpokhya,RU,2021-12-07 19:17:43,61.5198,30.1992,9.82,95,100,5.23
295,Nikel,RU,2021-12-07 19:17:43,69.4128,30.222,-2.02,97,31,6.38
296,Energeticheskiy,KZ,2021-12-07 19:17:43,43.4278,77.0222,36.16,93,75,6.71
297,Vrangel,RU,2021-12-07 19:08:57,42.7297,133.0839,33.51,49,0,4.79
298,Verkhnevilyuysk,RU,2021-12-07 19:17:44,63.4453,120.3167,-31.34,100,38,2.21
299,Tigil,RU,2021-12-07 19:17:44,57.8,158.6667,14.4,84,100,17.52
300,Sofiyivka,UA,2021-12-07 19:17:45,48.0493,33.8746,46.56,93,100,7.47
301,Muscat,OM,2021-12-07 19:17:45,23.6139,58.5922,75.22,70,16,0.49
302,Katsuura,JP,2021-12-07 19:17:46,35.1333,140.3,53.62,94,100,29.57
303,Lambarene,GA,2021-12-07 19:17:46,-0.7001,10.2406,77.29,93,88,4.74
304,Pokosnoye,RU,2021-12-07 19:17:47,55.5258,101.0536,19.6,92,100,3.6
305,Nyaunglebin,MM,2021-12-07 19:17:47,17.95,96.7333,67.33,85,0,2.1
306,Ampanihy,MG,2021-12-07 19:17:48,-24.7,44.75,71.55,76,48,6.35
307,Sakakah,SA,2021-12-07 19:17:48,29.9697,40.2064,63.97,32,82,11.83
308,Pihuamo,MX,2021-12-07 19:17:49,19.2499,-103.3828,84.09,25,2,5.23
309,Umm Kaddadah,SD,2021-12-07 19:17:49,13.6017,26.6876,75.76,19,0,14.09
310,Palmerston North,NZ,2021-12-07 19:17:49,-40.35,175.6167,65.05,96,98,5.55
311,Lavrentiya,RU,2021-12-07 19:17:50,65.5833,-171.0,-2.07,81,35,6.06
312,Bathsheba,BB,2021-12-07 19:17:50,13.2167,-59.5167,83.01,69,75,23.02
313,Durusu,TR,2021-12-07 19:17:50,41.3053,28.6767,54.54,92,100,4.0
314,Hit,IQ,2021-12-07 19:18:51,33.6416,42.8251,58.64,45,100,6.49
315,Omaruru,NA,2021-12-07 19:18:51,-21.4333,15.9333,76.06,20,0,9.71
316,Ambon,ID,2021-12-07 19:16:37,-3.6954,128.1814,77.14,94,40,5.75
317,Havre-Saint-Pierre,CA,2021-12-07 19:18:52,50.2334,-63.5986,24.8,49,20,35.68
318,Manokwari,ID,2021-12-07 19:18:52,-0.8667,134.0833,79.99,82,100,3.89
319,Vao,NC,2021-12-07 19:18:53,-22.6667,167.4833,78.21,81,8,7.05
320,Mugur-Aksy,RU,2021-12-07 19:18:53,50.35,90.5,8.67,93,21,6.53
321,Kloulklubed,PW,2021-12-07 19:18:53,7.0419,134.2556,82.63,73,71,5.86
322,Isiro,CD,2021-12-07 19:18:54,2.7739,27.616,70.25,76,100,1.34
323,Alim,PH,2021-12-07 19:18:54,9.5649,122.4876,77.18,86,100,12.66
324,Omboue,GA,2021-12-07 19:18:55,-1.5746,9.2618,78.15,90,100,6.15
325,Ust-Karsk,RU,2021-12-07 19:18:55,52.7011,118.8077,7.47,97,99,3.47
326,Iqaluit,CA,2021-12-07 19:18:55,63.7506,-68.5145,6.53,66,75,4.61
327,Carnot,CF,2021-12-07 19:18:56,4.9409,15.8665,81.5,31,88,4.14
328,Villarrobledo,ES,2021-12-07 19:18:56,39.2699,-2.6012,49.78,79,99,24.16
329,Mishelevka,RU,2021-12-07 19:18:56,52.8575,103.1719,7.43,96,100,3.09
330,Waddan,LY,2021-12-07 19:18:57,29.1614,16.139,51.51,47,0,8.59
331,San Quintin,MX,2021-12-07 19:18:57,30.4833,-115.95,63.43,69,85,8.79
332,Fortuna,US,2021-12-07 19:18:57,40.5982,-124.1573,53.91,69,40,5.01
333,Krasnomayskiy,RU,2021-12-07 19:18:58,57.6194,34.4099,13.15,97,88,6.15
334,Atzompa,MX,2021-12-07 19:18:58,18.7247,-97.1839,64.8,42,93,6.53
335,Ardesen,TR,2021-12-07 19:18:58,41.1911,40.9875,73.36,46,0,9.86
336,Leh,IN,2021-12-07 19:18:59,34.1667,77.5833,12.87,61,100,2.46
337,Wanning,CN,2021-12-07 19:18:59,18.8003,110.3967,69.62,86,100,8.34
338,Mulege,MX,2021-12-07 19:18:59,26.8833,-111.9833,79.75,23,57,2.1
339,Comodoro Rivadavia,AR,2021-12-07 19:17:20,-45.8667,-67.5,61.48,65,0,15.84
340,Ban Nahin,LA,2021-12-07 19:19:00,18.2418,104.2122,55.58,77,55,4.12
341,Malanje,AO,2021-12-07 19:19:00,-9.5402,16.341,65.64,95,44,3.04
342,Sibiti,CG,2021-12-07 19:19:00,-3.6819,13.3499,70.61,98,99,1.74
343,Kavaratti,IN,2021-12-07 19:19:01,10.5669,72.642,80.04,69,0,9.22
344,Kimbe,PG,2021-12-07 19:19:01,-5.5502,150.1429,76.42,93,100,2.24
345,Escarcega,MX,2021-12-07 19:19:02,18.6089,-90.7454,86.14,55,13,7.23
346,Kumano,JP,2021-12-07 19:19:02,34.3442,132.5894,49.95,69,7,11.18
347,Isoka,ZM,2021-12-07 19:19:03,-10.1606,32.6335,70.38,50,95,3.31
348,Ancud,CL,2021-12-07 19:19:03,-41.8697,-73.8203,75.22,80,100,10.33
349,Kandrian,PG,2021-12-07 19:19:03,-6.2167,149.55,76.55,91,51,4.12
350,Nkawkaw,GH,2021-12-07 19:19:04,6.5512,-0.7662,82.33,49,73,2.93
351,Oriximina,BR,2021-12-07 19:19:04,-1.7656,-55.8661,86.43,62,100,5.86
352,Roma,US,2021-12-07 19:19:04,43.2128,-75.4557,34.12,86,90,9.22
353,Rong Kwang,TH,2021-12-07 19:19:05,18.339,100.3174,64.54,79,36,1.68
354,Sepolno Krajenskie,PL,2021-12-07 19:19:05,53.452,17.5317,25.99,96,88,6.69
355,La Ronge,CA,2021-12-07 19:19:07,55.1001,-105.2842,-5.55,65,1,3.44
356,Ponta Do Sol,PT,2021-12-07 19:19:07,32.6667,-17.1,64.71,68,100,3.65
357,Ivdel,RU,2021-12-07 19:19:07,60.6911,60.4206,-3.86,95,77,3.8
358,Hirado,JP,2021-12-07 19:19:08,33.3597,129.5531,56.39,59,85,28.12
359,Minggang,CN,2021-12-07 19:19:08,32.4586,114.0486,42.98,69,99,7.81
360,Bacolod,PH,2021-12-07 19:19:08,10.6667,122.95,75.31,93,100,14.88
361,Sakaide,JP,2021-12-07 19:19:09,34.3167,133.85,51.55,79,40,11.45
362,Selma,US,2021-12-07 19:20:01,36.5708,-119.6121,64.71,65,100,2.86
363,Beihai,CN,2021-12-07 19:20:09,21.4833,109.1,64.89,61,0,6.53
364,Tombouctou,ML,2021-12-07 19:20:10,20.0,-3.0,70.23,14,70,11.81
365,Denpasar,ID,2021-12-07 19:20:10,-8.65,115.2167,78.46,88,20,3.44
366,Pilar,BR,2021-12-07 19:20:11,-9.5972,-35.9567,84.13,58,26,14.65
367,Mirnyy,RU,2021-12-07 19:20:11,62.5353,113.9611,-24.77,67,95,1.99
368,Tupaciguara,BR,2021-12-07 19:20:11,-18.5922,-48.705,76.12,79,100,3.33
369,Moura,PT,2021-12-07 19:20:11,38.1401,-7.4486,55.51,92,60,9.35
370,Keningau,MY,2021-12-07 19:20:12,5.3378,116.1602,75.65,99,100,1.83
371,Walvis Bay,NA,2021-12-07 19:20:12,-22.9575,14.5053,63.09,82,1,8.05
372,Atlantic City,US,2021-12-07 19:20:12,39.3643,-74.4229,45.37,42,1,5.75
373,San Patricio,US,2021-12-07 19:16:41,28.017,-97.5169,65.53,48,0,1.34
374,Kholodnyy,RU,2021-12-07 19:20:13,62.7167,147.95,-24.0,98,100,3.8
375,Meulaboh,ID,2021-12-07 19:20:13,4.1363,96.1285,77.4,85,20,4.18
376,Vila Franca Do Campo,PT,2021-12-07 19:20:14,37.7167,-25.4333,60.19,72,22,11.48
377,Grindavik,IS,2021-12-07 19:20:14,63.8424,-22.4338,30.67,93,40,13.8
378,Axim,GH,2021-12-07 19:20:14,4.8699,-2.2405,80.11,84,8,7.43
379,Dalby,AU,2021-12-07 19:20:15,-27.1833,151.2667,66.97,90,100,5.59
380,Lubango,AO,2021-12-07 19:20:15,-14.9172,13.4925,62.24,84,99,2.73
381,Ziyang,CN,2021-12-07 19:20:16,29.2497,117.8547,46.6,76,100,4.9
382,Narsaq,GL,2021-12-07 19:16:44,60.9167,-46.05,16.02,68,62,6.82
383,Kakonko,TZ,2021-12-07 19:20:16,-3.2828,30.9642,64.89,86,100,3.38
384,Teguldet,RU,2021-12-07 19:20:16,57.3064,88.1667,11.98,94,100,7.49
385,Vostok,RU,2021-12-07 19:20:17,46.4856,135.8833,5.86,89,6,4.85
386,Outjo,NA,2021-12-07 19:20:17,-20.1167,16.15,78.28,14,0,19.17
387,Guerrero Negro,MX,2021-12-07 19:20:18,27.9769,-114.0611,68.72,57,0,5.03
388,Svetlogorsk,BY,2021-12-07 19:20:18,52.6333,29.7333,18.64,94,94,9.6
389,Gol,NO,2021-12-07 19:20:18,60.7014,8.9457,18.86,97,99,0.74
390,Springbok,ZA,2021-12-07 19:20:19,-29.6643,17.8865,70.93,40,0,6.06
391,Puerto Leguizamo,CO,2021-12-07 19:20:19,-0.1934,-74.7819,80.08,90,99,0.51
392,Khash,IR,2021-12-07 19:20:19,28.2211,61.2158,46.92,38,0,5.77
393,Miranda,CO,2021-12-07 19:20:20,3.2499,-76.2281,84.65,57,100,3.89
394,Sainte-Maxime,FR,2021-12-07 19:20:20,43.3,6.6333,51.96,58,91,2.06
395,San Fernando,PH,2021-12-07 19:20:20,15.0286,120.6898,77.14,81,97,5.73
396,Praia Da Vitoria,PT,2021-12-07 19:18:58,38.7333,-27.0667,61.05,72,40,13.27
397,Santa Catarina De Tepehuanes,MX,2021-12-07 19:20:21,25.35,-105.7333,68.34,22,100,20.09
398,Valparaiso,CL,2021-12-07 19:20:21,-33.0393,-71.6273,67.64,59,0,13.8
399,Verkhnyaya Inta,RU,2021-12-07 19:20:21,65.9811,60.3094,7.54,95,100,14.47
400,Ayorou,NE,2021-12-07 19:20:22,14.7308,0.9174,81.64,11,62,10.87
401,Haines Junction,CA,2021-12-07 19:20:22,60.7522,-137.5108,22.95,80,100,6.91
402,Saint-Augustin,CA,2021-12-07 19:20:20,51.226,-58.6502,29.98,61,0,33.87
403,Harper,LR,2021-12-07 19:20:23,4.375,-7.7169,80.33,82,5,7.96
404,Dori,BF,2021-12-07 19:20:23,14.0354,-0.0345,82.83,11,88,8.97
405,Abu Dhabi,AE,2021-12-07 19:18:52,24.4667,54.3667,73.51,71,0,4.61
406,Commerce,US,2021-12-07 19:20:24,34.0006,-118.1598,64.65,75,90,0.0
407,Goba,ET,2021-12-07 19:21:24,7.0167,39.9833,47.8,66,1,4.72
408,Zhigansk,RU,2021-12-07 19:21:24,66.7697,123.3711,-28.89,96,100,14.14
409,Nioro,GM,2021-12-07 19:18:08,13.35,-15.75,86.77,16,100,3.65
410,Chuy,UY,2021-12-07 19:17:51,-33.6971,-53.4616,70.2,53,0,14.63
411,San Clemente,US,2021-12-07 19:21:25,33.427,-117.612,62.47,80,100,1.01
412,Kuopio,FI,2021-12-07 19:21:26,62.8924,27.677,4.95,85,75,3.44
413,Zehdenick,DE,2021-12-07 19:21:26,52.9785,13.3317,33.01,94,14,9.69
414,Kolyvan,RU,2021-12-07 19:21:27,55.3053,82.7391,11.05,95,97,9.55
415,Olafsvik,IS,2021-12-07 19:19:43,64.8945,-23.7142,35.17,63,73,10.71
416,Rundu,NA,2021-12-07 19:21:27,-17.9333,19.7667,69.85,61,92,7.31
417,Andenes,NO,2021-12-07 19:21:28,69.3143,16.1194,22.98,58,20,13.8
418,Jamame,SO,2021-12-07 19:21:28,0.0722,42.7506,79.93,74,69,7.47
419,Juarez,MX,2021-12-07 19:17:55,31.7333,-106.4833,68.11,22,75,5.75
420,Santiago,CL,2021-12-07 19:19:20,-33.4569,-70.6483,83.17,25,0,5.75
421,Wagga Wagga,AU,2021-12-07 19:21:29,-35.1167,147.3667,55.81,100,90,6.91
422,Opuwo,NA,2021-12-07 19:21:19,-18.0607,13.84,75.61,24,10,10.18
423,Jarocin,PL,2021-12-07 19:21:30,51.9727,17.5026,30.74,82,100,9.8
424,Valdivia,CL,2021-12-07 19:21:31,-39.8142,-73.2459,59.09,74,100,5.46
425,Moree,AU,2021-12-07 19:21:31,-29.4667,149.85,66.22,88,66,11.5
426,Pontian Kecil,MY,2021-12-07 19:21:31,1.4801,103.3899,80.73,90,100,7.23
427,Nishihara,JP,2021-12-07 19:21:32,26.1842,127.7558,65.48,64,40,8.05
428,Saryozek,KZ,2021-12-07 19:21:32,44.3583,77.9753,39.42,62,100,4.09
429,Filingue,NE,2021-12-07 19:21:32,14.3521,3.3168,82.53,10,68,9.26
430,Yeppoon,AU,2021-12-07 19:21:33,-23.1333,150.7333,74.98,84,67,2.93
431,Ihosy,MG,2021-12-07 19:21:33,-22.4,46.1167,73.62,66,0,9.44
432,Masvingo,ZW,2021-12-07 19:21:34,-20.0637,30.8277,68.5,85,100,4.59
433,Vila,PT,2021-12-07 19:21:34,42.0304,-8.1588,42.33,93,100,8.72
434,Gedo,ET,2021-12-07 19:21:35,9.0167,37.45,52.41,35,7,4.38
435,Alihe,CN,2021-12-07 19:21:35,50.5667,123.7167,8.53,97,31,2.57
436,Gizo,SB,2021-12-07 19:21:35,-8.103,156.8419,78.22,88,100,16.84
437,Quthing,LS,2021-12-07 19:21:36,-30.4,27.7003,65.84,39,0,2.8
438,Sivaki,RU,2021-12-07 19:21:36,52.6333,126.75,2.61,98,24,3.38
439,Plettenberg Bay,ZA,2021-12-07 19:21:37,-34.0527,23.3716,61.03,85,4,4.07
440,Radcliff,US,2021-12-07 19:21:37,37.8404,-85.9491,38.01,39,90,3.0
441,Sola,VU,2021-12-07 19:21:38,-13.8833,167.55,81.14,71,100,0.94
442,Patti,IN,2021-12-07 19:21:38,31.2808,74.8572,57.15,44,100,3.83
443,Tual,ID,2021-12-07 19:21:29,-5.6667,132.75,78.82,87,100,8.59
444,Grand-Santi,GF,2021-12-07 19:21:38,4.25,-54.3833,80.74,76,100,4.03
445,Kolondieba,ML,2021-12-07 19:21:09,11.0882,-6.8926,82.02,17,26,4.38
446,Altay,CN,2021-12-07 19:21:39,47.8667,88.1167,21.61,85,98,5.82
447,Potsdam,DE,2021-12-07 19:21:39,52.3989,13.0657,33.19,92,24,4.0
448,Redmond,US,2021-12-07 19:19:10,47.674,-122.1215,49.32,93,100,1.01
449,Edd,ER,2021-12-07 19:21:40,13.9297,41.6925,83.07,52,4,17.56
450,Tautira,PF,2021-12-07 19:21:40,-17.7333,-149.15,84.22,78,100,8.7
451,Moyale,KE,2021-12-07 19:21:41,3.5167,39.0584,71.06,56,9,5.26
452,Male,MV,2021-12-07 19:21:47,4.1748,73.5089,82.38,78,100,10.51
453,Berezovyy,RU,2021-12-07 19:22:41,51.6667,135.7,5.4,87,5,6.24
454,Beloha,MG,2021-12-07 19:22:42,-25.1667,45.05,73.49,75,33,5.03
455,Siilinjarvi,FI,2021-12-07 19:22:43,63.0833,27.6667,5.02,85,75,3.44
456,Acapulco,MX,2021-12-07 19:15:18,16.8634,-99.8901,85.82,74,1,8.05
457,Huarmey,PE,2021-12-07 19:22:43,-10.0681,-78.1522,73.26,74,100,12.44
458,Cambara,BR,2021-12-07 19:22:43,-23.0464,-50.0736,80.92,42,46,13.31
459,Gulariya,NP,2021-12-07 19:22:44,28.2333,81.3333,59.63,67,0,2.73
460,Urumqi,CN,2021-12-07 19:18:03,43.801,87.6005,29.35,64,0,2.24
461,Petatlan,MX,2021-12-07 19:22:44,17.5167,-101.2667,89.4,52,4,5.37
462,Egvekinot,RU,2021-12-07 19:19:09,66.3167,-179.1667,-5.98,98,100,2.91
463,Mandurah,AU,2021-12-07 19:21:11,-32.55,115.7,75.22,49,13,17.45
464,Charters Towers,AU,2021-12-07 19:22:45,-20.1,146.2667,73.67,85,7,5.48
465,Yantai,CN,2021-12-07 19:22:45,37.5333,121.4,42.08,63,5,3.13
466,Hamilton,US,2021-12-07 19:16:33,39.1834,-84.5333,30.11,53,75,1.01
467,Teya,RU,2021-12-07 19:22:46,60.3778,92.6267,10.36,96,100,1.68
468,Nsanje,MW,2021-12-07 19:22:46,-16.92,35.262,84.85,38,100,4.27
469,Vestmannaeyjar,IS,2021-12-07 19:20:56,63.4427,-20.2734,38.52,51,95,13.78
470,Buin,CL,2021-12-07 19:17:47,-33.7333,-70.75,84.06,15,0,10.78
471,Yulara,AU,2021-12-07 19:22:24,-25.2406,130.9889,73.24,49,4,12.66
472,Saint-Francois,FR,2021-12-07 19:22:47,46.4154,3.9054,45.84,80,90,10.36
473,Abu Kamal,SY,2021-12-07 19:22:47,34.4506,40.9171,57.13,44,100,11.14
474,Havoysund,NO,2021-12-07 19:22:48,70.9963,24.6622,22.08,72,1,19.04
475,Cruzilia,BR,2021-12-07 19:22:48,-21.8386,-44.8083,67.91,80,51,6.26
476,Bani,DO,2021-12-07 19:22:49,18.2833,-70.3333,85.75,54,100,14.38
477,Broome,US,2021-12-07 19:20:18,42.2506,-75.833,34.84,63,20,5.01
478,Guarapari,BR,2021-12-07 19:22:49,-20.6667,-40.4975,73.29,89,91,10.45
479,Chihuahua,MX,2021-12-07 19:22:17,28.5,-106.0,65.23,26,0,7.58
480,Santa Rosa,PH,2021-12-07 19:22:50,14.3122,121.1114,77.11,75,74,17.29
481,Ponoka,CA,2021-12-07 19:19:35,52.6768,-113.5815,22.46,69,100,5.5
482,Cerrito,CO,2021-12-07 19:22:50,6.8432,-72.694,61.99,55,94,2.64
483,Maldonado,UY,2021-12-07 19:22:51,-34.6667,-54.9167,75.22,33,0,16.24
484,Mushie,CD,2021-12-07 19:22:51,-3.0167,16.9,71.02,98,100,3.69
485,Kirakira,SB,2021-12-07 19:20:50,-10.4544,161.9205,80.38,88,100,10.76
486,San Policarpo,PH,2021-12-07 19:22:52,12.1791,125.5072,79.39,87,100,17.0
487,Tahoua,NE,2021-12-07 19:22:52,14.8888,5.2692,76.68,12,10,10.96
488,Mana,GF,2021-12-07 19:22:53,5.6592,-53.7767,81.84,78,100,6.13
489,Banjar,ID,2021-12-07 19:22:53,-8.19,114.9675,78.66,84,91,3.71
490,Kasongo-Lunda,CD,2021-12-07 19:22:53,-6.4667,16.8167,71.15,99,100,1.45
491,Kolosovka,RU,2021-12-07 19:22:54,56.4678,73.611,-11.31,99,6,6.6
492,Coffs Harbour,AU,2021-12-07 19:22:55,-30.3,153.1333,66.47,96,100,4.61
493,Honghu,CN,2021-12-07 19:22:56,29.8206,113.4621,49.41,58,95,8.55
494,Mokhsogollokh,RU,2021-12-07 19:22:57,61.4681,128.9203,-34.28,100,44,1.5
495,Uvira,CD,2021-12-07 19:22:57,-3.4067,29.1458,73.69,79,100,3.38
496,Oum Hadjer,TD,2021-12-07 19:22:58,13.2954,19.6966,81.46,14,47,13.62
497,Tshikapa,CD,2021-12-07 19:22:59,-6.4167,20.8,68.5,98,100,4.25
498,Namtsy,RU,2021-12-07 19:22:59,62.7161,129.6658,-45.29,100,69,1.97
499,Masumbwe,TZ,2021-12-07 19:23:59,-3.6333,32.1833,70.27,67,100,2.26
500,Novikovo,RU,2021-12-07 19:24:00,51.1537,37.8879,37.22,94,100,11.86
501,Novyy Urgal,RU,2021-12-07 19:24:00,51.0736,132.5642,-8.91,100,100,1.79
502,Springfield,US,2021-12-07 19:22:23,37.2153,-93.2982,38.19,54,75,7.0
503,Murgab,TM,2021-12-07 19:24:01,37.4966,61.9714,37.27,87,0,4.61
504,Zyryanka,RU,2021-12-07 19:24:01,65.75,150.85,-24.59,96,100,13.35
505,Hobyo,SO,2021-12-07 19:20:23,5.3505,48.5268,78.26,70,89,15.17
506,Arak,IR,2021-12-07 19:24:02,34.0917,49.6892,40.84,59,12,3.94
507,Dicabisagan,PH,2021-12-07 19:23:19,17.0818,122.4157,72.48,82,100,11.43
508,Byron Bay,AU,2021-12-07 19:24:03,-28.65,153.6167,75.06,90,99,7.45
509,Bibbiena,IT,2021-12-07 19:24:03,43.6965,11.8135,43.66,64,7,1.05
510,Noshiro,JP,2021-12-07 19:24:03,40.2039,140.0242,46.72,86,100,8.57
511,Zaraza,VE,2021-12-07 19:24:03,9.3503,-65.3245,93.29,34,48,10.49
512,Heinola,FI,2021-12-07 19:24:04,61.2056,26.0381,6.89,99,83,2.84
513,Kemise,ET,2021-12-07 19:24:04,10.7167,39.8667,61.57,32,90,4.56
514,Bajitpur,BD,2021-12-07 19:24:05,24.2167,90.95,73.44,96,7,5.57
515,Yaan,NG,2021-12-07 19:24:05,7.3833,8.5667,84.88,22,100,3.83
516,Paredon,MX,2021-12-07 19:24:05,16.0333,-93.8667,88.39,56,9,8.68
517,Rio Grande,BR,2021-12-07 19:24:06,-32.035,-52.0986,77.11,60,8,15.14
518,Port Moresby,PG,2021-12-07 19:24:06,-9.4431,147.1797,76.21,88,100,3.36
519,Aklavik,CA,2021-12-07 19:17:56,68.2191,-135.0107,9.43,85,75,4.61
520,Loreto,MX,2021-12-07 19:24:07,22.2667,-101.9667,71.47,25,100,13.24
521,Olden,NO,2021-12-07 19:24:07,61.8364,6.8064,34.72,80,55,9.55
522,Touros,BR,2021-12-07 19:24:07,-5.1989,-35.4608,85.1,66,19,14.97
523,Marondera,ZW,2021-12-07 19:24:08,-18.1853,31.5519,71.2,42,92,6.26
524,Okha,RU,2021-12-07 19:24:08,53.5739,142.9478,10.11,81,71,13.22
525,Sinop,TR,2021-12-07 19:24:09,41.7711,34.8709,50.04,55,2,11.16
526,Vardo,NO,2021-12-07 19:22:52,70.3705,31.1107,12.18,73,0,27.63
527,Sao Miguel Do Araguaia,BR,2021-12-07 19:24:09,-13.275,-50.1628,84.85,69,36,1.21
528,Boda,CF,2021-12-07 19:24:09,4.3189,17.4695,78.62,57,93,1.97
529,Port Augusta,AU,2021-12-07 19:19:21,-32.5,137.7667,57.34,60,0,12.59
530,Chicaman,GT,2021-12-07 19:24:10,15.4,-90.7667,70.92,58,95,4.68
531,Moron,AR,2021-12-07 19:19:28,-34.6534,-58.6198,86.95,46,0,5.99
532,Comiso,IT,2021-12-07 19:24:10,36.9513,14.6102,53.29,81,6,3.44
533,Buchanan,LR,2021-12-07 19:24:11,5.8808,-10.0467,82.36,81,99,7.45
534,Baykit,RU,2021-12-07 19:24:12,61.67,96.37,4.64,98,100,1.57
535,Price,US,2021-12-07 19:22:47,39.5994,-110.8107,49.71,61,1,0.0
536,Barcelona,ES,2021-12-07 19:21:38,41.3888,2.159,57.56,82,20,1.01
537,Nokaneng,BW,2021-12-07 19:24:12,-19.6667,22.2667,74.97,58,100,8.7
538,La Asuncion,VE,2021-12-07 19:24:12,11.0333,-63.8628,81.63,70,69,14.05
539,Lesnikovo,RU,2021-12-07 19:24:13,55.2822,65.3175,-0.36,95,6,5.99
540,Labuhan,ID,2021-12-07 19:24:13,-6.8844,112.2051,78.82,85,99,7.09
541,Erenhot,CN,2021-12-07 19:24:13,43.6475,111.9767,23.47,77,17,6.2
542,Karratha,AU,2021-12-07 19:24:14,-20.7377,116.8463,86.67,49,5,3.6
543,Nizwa,OM,2021-12-07 19:24:14,22.9333,57.5333,66.58,75,0,4.76
544,Nelson Bay,AU,2021-12-07 19:20:19,-32.7167,152.15,68.0,91,100,14.38
545,Hanzhong,CN,2021-12-07 19:25:15,33.0728,107.0303,42.13,69,83,3.04
